1.000000000000000000e+00,7.705335617065429688e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.846498250961303711e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,6.369963884353637695e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,3.644633293151855469e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,4.530311524868011475e-01
1.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,3.417572677135467529e-01
1.000000000000000000e+00,5.530655384063720703e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.780878901481628418e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,6.627731323242187500e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,3.953365385532379150e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,8.371518254280090332e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,6.123508214950561523e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,5.069932341575622559e-01
1.000000000000000000e+00,3.989614844322204590e-01
1.000000000000000000e+00,2.563506066799163818e-01
0.000000000000000000e+00,6.678472757339477539e-01
1.000000000000000000e+00,7.633188962936401367e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,3.388528525829315186e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,7.110044360160827637e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.547590941190719604e-01
1.000000000000000000e+00,8.166809678077697754e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,2.018563896417617798e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,6.363892555236816406e-01
1.000000000000000000e+00,3.754729330539703369e-01
1.000000000000000000e+00,7.007452845573425293e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.461995542049407959e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,2.801942825317382812e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,3.067835271358489990e-01
1.000000000000000000e+00,8.429331183433532715e-01
1.000000000000000000e+00,1.383619755506515503e-01
0.000000000000000000e+00,1.333568245172500610e-01
1.000000000000000000e+00,1.673199087381362915e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.392649412155151367e-01
1.000000000000000000e+00,8.224000334739685059e-01
1.000000000000000000e+00,7.243558764457702637e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,9.062303304672241211e-01
1.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,5.738570690155029297e-01
0.000000000000000000e+00,1.705717742443084717e-01
1.000000000000000000e+00,9.003421068191528320e-01
1.000000000000000000e+00,2.098212540149688721e-01
0.000000000000000000e+00,7.005755901336669922e-01
1.000000000000000000e+00,3.987065851688385010e-01
0.000000000000000000e+00,2.116859555244445801e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,4.567867517471313477e-01
1.000000000000000000e+00,8.361790180206298828e-01
1.000000000000000000e+00,5.806473493576049805e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.565674096345901489e-01
1.000000000000000000e+00,7.025659680366516113e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,3.067456781864166260e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,1.333568245172500610e-01
0.000000000000000000e+00,5.011465549468994141e-01
0.000000000000000000e+00,4.155340492725372314e-01
